date,id,poc,pm2.5,daily_aqi,site_name,aqs_parameter_desc,cbsa_code,cbsa_name,county
1/1/21,190130009,1,15.1,57,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/4/21,190130009,1,13.3,54,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/7/21,190130009,1,20.5,69,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/10/21,190130009,1,14.3,56,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/13/21,190130009,1,13.7,54,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/16/21,190130009,1,5.3,22,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/19/21,190130009,1,7.4,31,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/22/21,190130009,1,4.5,19,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/25/21,190130009,1,9.2,38,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/28/21,190130009,1,17.8,63,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/31/21,190130009,1,7.4,31,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/3/21,190130009,1,21,70,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/6/21,190130009,1,3.7,15,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/9/21,190130009,1,12.4,52,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/12/21,190130009,1,8.8,37,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/15/21,190130009,1,6.4,27,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/18/21,190130009,1,28.3,85,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/21/21,190130009,1,25.2,79,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/24/21,190130009,1,6.3,26,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/27/21,190130009,1,15.3,58,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/2/21,190130009,1,9.3,39,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/5/21,190130009,1,10.4,43,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/8/21,190130009,1,9.1,38,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/11/21,190130009,1,3.3,14,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/14/21,190130009,1,5.8,24,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/17/21,190130009,1,13.4,54,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/20/21,190130009,1,7.3,30,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/23/21,190130009,1,9.1,38,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/26/21,190130009,1,3.9,16,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/29/21,190130009,1,5.5,23,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/1/21,190130009,1,7.8,33,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/4/21,190130009,1,24.9,78,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/7/21,190130009,1,8.1,34,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/10/21,190130009,1,1.8,8,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/13/21,190130009,1,2.1,9,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/16/21,190130009,1,5.8,24,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/19/21,190130009,1,2.6,11,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/22/21,190130009,1,7.2,30,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/25/21,190130009,1,4.9,20,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/28/21,190130009,1,7.4,31,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/1/21,190130009,1,7.9,33,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/4/21,190130009,1,3.5,15,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/7/21,190130009,1,4.6,19,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/10/21,190130009,1,4.1,17,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/13/21,190130009,1,5.6,23,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/16/21,190130009,1,9.5,40,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/19/21,190130009,1,6.6,28,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/22/21,190130009,1,5,21,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/25/21,190130009,1,7.2,30,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/28/21,190130009,1,1.7,7,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/31/21,190130009,1,7.3,30,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/3/21,190130009,1,10.2,43,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/6/21,190130009,1,6.9,29,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/9/21,190130009,1,7.4,31,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/12/21,190130009,1,6.4,27,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/15/21,190130009,1,8.4,35,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/18/21,190130009,1,9.5,40,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/21/21,190130009,1,3.3,14,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/24/21,190130009,1,6.5,27,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/27/21,190130009,1,4.9,20,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
6/30/21,190130009,1,6.3,26,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/3/21,190130009,1,12.5,52,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/6/21,190130009,1,11.5,48,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/9/21,190130009,1,4.6,19,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/12/21,190130009,1,7,29,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/15/21,190130009,1,7.3,30,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/18/21,190130009,1,12.4,52,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/21/21,190130009,1,19.3,66,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/24/21,190130009,1,13.3,54,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/27/21,190130009,1,15,57,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
7/30/21,190130009,1,21.8,71,Water Tower,PM2.5 - Local Conditions,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/1/21,190130009,3,14.9,57,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/2/21,190130009,3,18.6,65,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/3/21,190130009,3,18.2,64,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/4/21,190130009,3,11.4,48,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/5/21,190130009,3,11.9,50,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/6/21,190130009,3,21.1,70,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/7/21,190130009,3,18.6,65,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/8/21,190130009,3,15,57,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/9/21,190130009,3,9.3,39,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/10/21,190130009,3,13.4,54,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/11/21,190130009,3,7.1,30,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/12/21,190130009,3,11.1,46,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/13/21,190130009,3,11.4,48,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/14/21,190130009,3,8.6,36,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/15/21,190130009,3,4.4,18,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/16/21,190130009,3,5.2,22,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/17/21,190130009,3,7,29,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/18/21,190130009,3,9.5,40,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/19/21,190130009,3,5.9,25,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/25/21,190130009,3,0.9,4,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/26/21,190130009,3,0.9,4,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/29/21,190130009,3,18.7,65,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/30/21,190130009,3,13.5,54,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
1/31/21,190130009,3,8.1,34,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/1/21,190130009,3,11.9,50,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/2/21,190130009,3,16.5,60,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/3/21,190130009,3,22.7,73,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/4/21,190130009,3,10.8,45,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/5/21,190130009,3,7.8,33,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/6/21,190130009,3,6.2,26,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/7/21,190130009,3,5.1,21,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/8/21,190130009,3,7.9,33,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/9/21,190130009,3,12.6,52,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/10/21,190130009,3,12.7,52,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/11/21,190130009,3,9.8,41,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/12/21,190130009,3,10,42,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/13/21,190130009,3,8.4,35,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/14/21,190130009,3,9.7,40,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/15/21,190130009,3,8.2,34,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/16/21,190130009,3,14.6,56,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/17/21,190130009,3,21.3,70,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/18/21,190130009,3,27.2,83,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/19/21,190130009,3,23.2,74,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/20/21,190130009,3,26.8,82,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/21/21,190130009,3,24.5,77,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/22/21,190130009,3,15.6,58,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/23/21,190130009,3,4.8,20,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/24/21,190130009,3,7.2,30,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/25/21,190130009,3,12.9,53,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/26/21,190130009,3,12.5,52,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/27/21,190130009,3,13.8,55,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
2/28/21,190130009,3,10.2,43,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/1/21,190130009,3,8.2,34,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/2/21,190130009,3,9.4,39,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/3/21,190130009,3,12,50,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/4/21,190130009,3,14.5,56,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/5/21,190130009,3,11.1,46,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/6/21,190130009,3,11.8,49,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/7/21,190130009,3,13.7,54,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/8/21,190130009,3,9.8,41,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/9/21,190130009,3,16.7,61,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/10/21,190130009,3,11.2,47,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/11/21,190130009,3,6.4,27,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/12/21,190130009,3,11.1,46,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/13/21,190130009,3,12.3,51,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/14/21,190130009,3,7.3,30,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/15/21,190130009,3,5.9,25,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/16/21,190130009,3,9.6,40,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/17/21,190130009,3,12,50,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/18/21,190130009,3,5.7,24,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/19/21,190130009,3,5.8,24,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/20/21,190130009,3,9,38,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/21/21,190130009,3,6.5,27,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/22/21,190130009,3,9,38,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/23/21,190130009,3,10.2,43,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/24/21,190130009,3,4.1,17,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/25/21,190130009,3,4,17,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/26/21,190130009,3,5.9,25,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/27/21,190130009,3,7.1,30,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/28/21,190130009,3,6.2,26,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/29/21,190130009,3,6.5,27,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/30/21,190130009,3,7.9,33,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
3/31/21,190130009,3,5.9,25,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/1/21,190130009,3,10.3,43,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/2/21,190130009,3,12.5,52,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/3/21,190130009,3,25.7,80,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/4/21,190130009,3,27.7,84,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/5/21,190130009,3,9.5,40,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/6/21,190130009,3,10.3,43,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/7/21,190130009,3,7.7,32,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/8/21,190130009,3,3.6,15,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/9/21,190130009,3,2.7,11,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/10/21,190130009,3,2.8,12,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/11/21,190130009,3,3.7,15,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/12/21,190130009,3,3.7,15,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/13/21,190130009,3,5,21,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/14/21,190130009,3,4.2,18,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/15/21,190130009,3,6.3,26,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/16/21,190130009,3,7.8,33,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/17/21,190130009,3,6.7,28,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/18/21,190130009,3,7.5,31,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/19/21,190130009,3,5.3,22,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/20/21,190130009,3,8.4,35,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/21/21,190130009,3,7.4,31,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/22/21,190130009,3,10.6,44,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/23/21,190130009,3,11.4,48,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/24/21,190130009,3,10.8,45,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/25/21,190130009,3,7.5,31,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/26/21,190130009,3,9,38,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/27/21,190130009,3,11.5,48,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/28/21,190130009,3,9.2,38,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/29/21,190130009,3,8.2,34,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
4/30/21,190130009,3,7.9,33,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/1/21,190130009,3,8.1,34,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/2/21,190130009,3,8.3,35,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/3/21,190130009,3,9.1,38,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/4/21,190130009,3,4.9,20,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/5/21,190130009,3,5.9,25,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/6/21,190130009,3,7.2,30,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/7/21,190130009,3,6.2,26,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/8/21,190130009,3,6,25,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/9/21,190130009,3,5.2,22,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
5/10/21,190130009,3,6.8,28,Water Tower,Acceptable PM2.5 AQI & Speciation Mass,47940,"Waterloo-Cedar Falls, IA",Black Hawk
