date,id,poc,pm2.5,daily_aqi,site_name,aqs_parameter_desc,cbsa_code,cbsa_name,county
1/12/21,191390015,1,12.4,52,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/13/21,191390015,1,11.1,46,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/14/21,191390015,1,8.3,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/15/21,191390015,1,3.5,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/16/21,191390015,1,5.9,25,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/17/21,191390015,1,4.8,20,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/18/21,191390015,1,11.4,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/19/21,191390015,1,9.4,39,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/20/21,191390015,1,4.2,18,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/21/21,191390015,1,3.5,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/22/21,191390015,1,3.5,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/23/21,191390015,1,11.3,47,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/24/21,191390015,1,12.9,53,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/25/21,191390015,1,14.5,56,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/26/21,191390015,1,3.6,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/27/21,191390015,1,5.8,24,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/28/21,191390015,1,13.7,54,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/29/21,191390015,1,14.6,56,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/30/21,191390015,1,12.1,51,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/31/21,191390015,1,8.7,36,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/1/21,191390015,1,12.3,51,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/2/21,191390015,1,14.2,55,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/3/21,191390015,1,14.5,56,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/4/21,191390015,1,8.1,34,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/5/21,191390015,1,6.1,25,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/6/21,191390015,1,4.7,20,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/7/21,191390015,1,3.7,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/8/21,191390015,1,8.3,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/9/21,191390015,1,11.5,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/10/21,191390015,1,11.6,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/11/21,191390015,1,10.6,44,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/12/21,191390015,1,8.8,37,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/13/21,191390015,1,8.3,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/14/21,191390015,1,9.9,41,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/15/21,191390015,1,5.2,22,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/16/21,191390015,1,9.4,39,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/18/21,191390015,1,21.5,71,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/19/21,191390015,1,25.6,79,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/20/21,191390015,1,23.5,75,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/21/21,191390015,1,16.1,59,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/22/21,191390015,1,14.6,56,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/23/21,191390015,1,3.9,16,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/25/21,191390015,1,11.7,49,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/4/21,191390015,1,19,66,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/5/21,191390015,1,10.1,42,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/6/21,191390015,1,12.3,51,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/7/21,191390015,1,14.4,56,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/8/21,191390015,1,11,46,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/9/21,191390015,1,15,57,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/10/21,191390015,1,11.1,46,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/11/21,191390015,1,3.8,16,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/12/21,191390015,1,10.2,43,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/13/21,191390015,1,10.3,43,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/14/21,191390015,1,9,38,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/15/21,191390015,1,11.6,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/16/21,191390015,1,11.1,46,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/17/21,191390015,1,14.1,55,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/18/21,191390015,1,3.1,13,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/19/21,191390015,1,4.6,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/20/21,191390015,1,5.4,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/21/21,191390015,1,5.1,21,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/22/21,191390015,1,12.4,52,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/23/21,191390015,1,10,42,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/24/21,191390015,1,2.9,12,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/25/21,191390015,1,5.7,24,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/26/21,191390015,1,5.5,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/27/21,191390015,1,5.1,21,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/28/21,191390015,1,3.5,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/29/21,191390015,1,5.3,22,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/30/21,191390015,1,6.8,28,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/31/21,191390015,1,4,17,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/1/21,191390015,1,4.8,20,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/2/21,191390015,1,7.7,32,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/3/21,191390015,1,19.8,67,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/4/21,191390015,1,18.8,65,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/5/21,191390015,1,9.6,40,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/6/21,191390015,1,10.9,45,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/7/21,191390015,1,8.7,36,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/8/21,191390015,1,2.5,10,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/9/21,191390015,1,1.3,5,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/10/21,191390015,1,1.3,5,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/11/21,191390015,1,2.2,9,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/12/21,191390015,1,3.3,14,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/13/21,191390015,1,2.4,10,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/14/21,191390015,1,3.4,14,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/15/21,191390015,1,4.6,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/16/21,191390015,1,5.7,24,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/17/21,191390015,1,10.3,43,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/18/21,191390015,1,8.6,36,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/19/21,191390015,1,4,17,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/20/21,191390015,1,4.6,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/21/21,191390015,1,6.6,28,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/22/21,191390015,1,7,29,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/23/21,191390015,1,8,33,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/24/21,191390015,1,11.6,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/25/21,191390015,1,7.4,31,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/26/21,191390015,1,8.4,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/27/21,191390015,1,9.9,41,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/28/21,191390015,1,13.1,53,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/29/21,191390015,1,8.2,34,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
4/30/21,191390015,1,4.8,20,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/1/21,191390015,1,7.2,30,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/2/21,191390015,1,6.8,28,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/3/21,191390015,1,8.7,36,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/4/21,191390015,1,3.1,13,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/5/21,191390015,1,2.8,12,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/6/21,191390015,1,4.6,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/7/21,191390015,1,4.6,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/8/21,191390015,1,4.9,20,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/9/21,191390015,1,3,13,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/10/21,191390015,1,4.3,18,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/11/21,191390015,1,3.6,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/12/21,191390015,1,4.6,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/13/21,191390015,1,5.6,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/14/21,191390015,1,5.4,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/15/21,191390015,1,6.3,26,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/16/21,191390015,1,10.5,44,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/17/21,191390015,1,11.5,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/18/21,191390015,1,7.8,33,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/19/21,191390015,1,8.1,34,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/20/21,191390015,1,8.9,37,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/21/21,191390015,1,6.4,27,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/26/21,191390015,1,3.7,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/27/21,191390015,1,5.4,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/28/21,191390015,1,1.4,6,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/29/21,191390015,1,4.7,20,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/30/21,191390015,1,6.3,26,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
5/31/21,191390015,1,7.6,32,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/1/21,191390015,1,6.8,28,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/2/21,191390015,1,10,42,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/3/21,191390015,1,7.8,33,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/4/21,191390015,1,7,29,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/5/21,191390015,1,6.8,28,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/6/21,191390015,1,6.9,29,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/7/21,191390015,1,5.5,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/8/21,191390015,1,5.5,23,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/9/21,191390015,1,7,29,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/10/21,191390015,1,8,33,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/11/21,191390015,1,9.6,40,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/12/21,191390015,1,8.3,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/13/21,191390015,1,5.8,24,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/14/21,191390015,1,4.4,18,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/15/21,191390015,1,7.9,33,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/16/21,191390015,1,6.2,26,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/17/21,191390015,1,9.7,40,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/18/21,191390015,1,10.6,44,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/19/21,191390015,1,6.3,26,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/20/21,191390015,1,7.7,32,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/21/21,191390015,1,3.1,13,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/22/21,191390015,1,4.3,18,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/23/21,191390015,1,6,25,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/24/21,191390015,1,8,33,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/25/21,191390015,1,3.9,16,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/26/21,191390015,1,3.4,14,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/27/21,191390015,1,4.5,19,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/28/21,191390015,1,4.2,18,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/29/21,191390015,1,3.1,13,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
6/30/21,191390015,1,6.3,26,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/1/21,191390015,1,8.3,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/2/21,191390015,1,7.3,30,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/3/21,191390015,1,15.5,58,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/4/21,191390015,1,11,46,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/5/21,191390015,1,14,55,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/6/21,191390015,1,13.2,53,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/7/21,191390015,1,9.9,41,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/8/21,191390015,1,2.8,12,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/9/21,191390015,1,6.7,28,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/10/21,191390015,1,8.7,36,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/11/21,191390015,1,7.6,32,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/12/21,191390015,1,8.4,35,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/13/21,191390015,1,6,25,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/14/21,191390015,1,10,42,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/15/21,191390015,1,5.7,24,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/16/21,191390015,1,11.1,46,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/17/21,191390015,1,13.1,53,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/18/21,191390015,1,10.4,43,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/19/21,191390015,1,9.7,40,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/20/21,191390015,1,11.5,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/21/21,191390015,1,17.4,62,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/22/21,191390015,1,25,78,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/23/21,191390015,1,24.9,78,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/24/21,191390015,1,15.4,58,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/25/21,191390015,1,14.1,55,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/26/21,191390015,1,15,57,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/27/21,191390015,1,14.9,57,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/28/21,191390015,1,16.4,60,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/29/21,191390015,1,19.9,67,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/30/21,191390015,1,16.6,60,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
7/31/21,191390015,1,17.5,62,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/4/21,191390015,2,15,57,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/10/21,191390015,2,17.2,62,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/16/21,191390015,2,6.1,25,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/22/21,191390015,2,3.7,15,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
1/28/21,191390015,2,14,55,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/3/21,191390015,2,14.9,57,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/9/21,191390015,2,11.6,48,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/15/21,191390015,2,5,21,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/21/21,191390015,2,15.7,59,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
2/27/21,191390015,2,13,53,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
3/5/21,191390015,2,10.2,43,MUSCATINE HS - East Campus School Roof,PM2.5 - Local Conditions,34700,"Muscatine, IA",Muscatine
