age,sex,sexornt,agekdbrn,natdrug,grass,happy,hapmar,socbar,polhitok,hunt,fejobaff,discaffm,discaffw,fehire,inttech,meovrwrk,hapunhap,theism,fatalism,godmeans,nihilism,egomeans,evidu,idu30,evcrack,crack30,race,uscitzn,fucitzn,cohort,realinc,realrinc
28,FEMALE,NA,23,ABOUT RIGHT,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,BLACK,A U.S. Citizen,NA,1990,37455,12485
77,FEMALE,Heterosexual or straight,20,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1941,4086,NA
30,FEMALE,Heterosexual or straight,15,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,NO,NA,NA,VERY LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,1988,NA,17025
67,FEMALE,NA,18,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Moderately interested,STRONGLY AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1951,7377.5,NA
53,FEMALE,NA,NA,NA,NA,NOT TOO HAPPY,NA,ONCE A YEAR,NA,NEITHER,NA,NA,NA,DISAGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,BLACK,NA,NA,1965,7377.5,NA
37,FEMALE,Heterosexual or straight,19,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,A U.S. Citizen,NA,1981,20430,227
51,FEMALE,Heterosexual or straight,23,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NA,NA,STRONGLY FOR,VERY LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,BLACK,NA,NA,1967,119879.41732000001,151050.72136000003
35,FEMALE,NA,19,NA,NA,PRETTY HAPPY,PRETTY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Not at all interested,DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1983,10782.5,5107.5
60,FEMALE,Heterosexual or straight,30,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1958,119879.41732000001,NA
68,MALE,NA,29,NA,NA,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,AGREE,FAIRLY HAPPY,STRONGLY DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,OTHER,A U.S. Citizen,NA,1950,54480,54480
43,MALE,NA,30,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY DISAGREE,AGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1975,119879.41732000001,54480
36,FEMALE,Heterosexual or straight,19,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,A U.S. Citizen,NA,1982,30645,NA
34,FEMALE,Bisexual,18,NA,LEGAL,VERY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1984,6242.5,4086
39,MALE,Heterosexual or straight,27,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,A U.S. Citizen,NA,1979,63560,45400
52,MALE,NA,36,NA,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Very interested,DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1966,37455,37455
70,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1948,45400,24970
60,MALE,Heterosexual or straight,25,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A WEEK,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1958,NA,NA
61,FEMALE,NA,20,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1957,37455,NA
32,FEMALE,NA,24,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A MONTH,YES,NA,STRONGLY AGAINST,VERY LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1986,24970,NA
40,FEMALE,NA,28,TOO LITTLE,NA,VERY HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1978,20430,14755
44,MALE,Heterosexual or straight,32,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1974,119879.41732000001,37455
67,FEMALE,Heterosexual or straight,20,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,BLACK,NA,NA,1951,NA,NA
70,FEMALE,NA,NA,TOO LITTLE,NA,VERY HAPPY,NA,ONCE A YEAR,NA,NEITHER,NA,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1948,63560,63560
27,FEMALE,NA,NA,NA,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1991,37455,37455
30,FEMALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1988,119879.41732000001,45400
61,MALE,NA,28,NA,NA,VERY HAPPY,PRETTY HAPPY,SEV TIMES A WEEK,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,Very interested,DISAGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1957,119879.41732000001,151050.72136000003
30,MALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1988,119879.41732000001,151050.72136000003
38,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1980,119879.41732000001,45400
27,FEMALE,NA,NA,ABOUT RIGHT,NA,VERY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,AGAINST,VERY UNLIKELY,NA,NA,Very interested,STRONGLY DISAGREE,VERY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1991,119879.41732000001,37455
67,FEMALE,Heterosexual or straight,25,TOO LITTLE,LEGAL,VERY HAPPY,VERY HAPPY,ONCE A MONTH,NO,NA,NA,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1951,NA,NA
45,MALE,NA,24,TOO LITTLE,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1973,54480,14755
68,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1950,45400,24970
18,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,SEV TIMES A MNTH,NO,NA,AGAINST,VERY UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,2000,24970,2497
77,FEMALE,NA,25,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,VERY UNLIKELY,NA,Very interested,NA,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,119879.41732000001,NA
78,FEMALE,NA,25,ABOUT RIGHT,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,NEITHER,FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1940,54480,NA
61,FEMALE,Heterosexual or straight,28,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1957,63560,NA
72,MALE,Heterosexual or straight,38,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,NO,NA,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,AGREE,NO,NA,NO,NA,WHITE,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1946,45400,227
89,FEMALE,Heterosexual or straight,NA,NA,NA,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1929,NA,NA
75,FEMALE,NA,33,TOO LITTLE,NA,VERY HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Moderately interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1943,45400,NA
48,MALE,Heterosexual or straight,40,NA,NOT LEGAL,NOT TOO HAPPY,NOT TOO HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,A U.S. Citizen,NA,1970,37455,17025
48,FEMALE,NA,31,NA,NA,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Very interested,DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1970,119879.41732000001,45400
41,FEMALE,NA,NA,NA,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1977,30645,24970
30,FEMALE,NA,NA,NA,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,NO,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1988,30645,30645
29,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,AGAINST,VERY UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1989,17025,17025
38,MALE,NA,NA,NA,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1980,NA,NA
76,FEMALE,NA,21,TOO LITTLE,NOT LEGAL,VERY HAPPY,NA,NEVER,NO,NA,AGAINST,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,BLACK,A U.S. Citizen,NA,1942,NA,NA
55,FEMALE,NA,18,TOO LITTLE,NA,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,1963,17025,NA
28,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,SEV TIMES A MNTH,YES,NA,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1990,6242.5,NA
18,FEMALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,2000,NA,NA
24,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1994,3405,NA
34,MALE,NA,NA,NA,NA,NOT TOO HAPPY,NOT TOO HAPPY,ONCE A MONTH,NA,NEITHER,NA,NA,VERY LIKELY,AGREE,Very interested,AGREE,NOT VERY HAPPY,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1984,72640,37455
77,FEMALE,Heterosexual or straight,24,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,NA,YES,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1941,119879.41732000001,NA
89,MALE,Bisexual,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1929,12485,NA
69,MALE,Heterosexual or straight,28,TOO LITTLE,LEGAL,NOT TOO HAPPY,PRETTY HAPPY,ONCE A MONTH,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1949,54480,54480
70,MALE,NA,21,NA,NA,VERY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1948,24970,12485
71,FEMALE,NA,33,ABOUT RIGHT,NA,VERY HAPPY,VERY HAPPY,ONCE A MONTH,NA,NEITHER,AGAINST,VERY LIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1947,72640,NA
34,MALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,PRETTY HAPPY,NA,SEV TIMES A WEEK,YES,NA,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1984,12485,12485
77,FEMALE,NA,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,NA,NA,NA,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,NA,1941,NA,NA
20,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1998,NA,908
38,FEMALE,Bisexual,20,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,NO,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,STRONGLY AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,Not a U.S. Citizen,NOT ELIGIBLE TO BECOME A U.S. CITIZEN (IF VOLUNTEERED),1980,2043,NA
29,FEMALE,NA,19,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1989,20430,NA
69,MALE,Heterosexual or straight,22,ABOUT RIGHT,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1949,20430,NA
36,FEMALE,NA,14,NA,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Very interested,AGREE,VERY HAPPY,AGREE,NEITHER AGREE NOR DISAGREE,AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1982,7377.5,NA
43,FEMALE,Heterosexual or straight,28,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Currently applying for U.S. citizenship,1975,NA,NA
64,FEMALE,Heterosexual or straight,16,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1954,4086,NA
53,MALE,NA,32,TOO MUCH,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,RESP,AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1965,37455,20430
69,FEMALE,Heterosexual or straight,22,ABOUT RIGHT,NOT LEGAL,VERY HAPPY,VERY HAPPY,ONCE A MONTH,YES,NA,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Not at all interested,DISAGREE,VERY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1949,NA,NA
39,FEMALE,NA,20,NA,NA,VERY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,AGREE,Moderately interested,AGREE,VERY HAPPY,AGREE,DISAGREE,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1979,9647.5,NA
57,MALE,NA,23,NA,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1961,NA,NA
63,FEMALE,Heterosexual or straight,32,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,YES,NA,STRONGLY FOR,VERY LIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,NA,NA,1955,63560,45400
75,FEMALE,Heterosexual or straight,39,NA,NOT LEGAL,NOT TOO HAPPY,NA,NEVER,NO,NA,NA,NA,VERY UNLIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1943,NA,NA
32,MALE,NA,26,ABOUT RIGHT,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,STRONGLY AGAINST,VERY LIKELY,NA,NA,Moderately interested,STRONGLY DISAGREE,VERY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1986,119879.41732000001,151050.72136000003
46,MALE,Heterosexual or straight,19,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1972,37455,24970
41,MALE,Heterosexual or straight,23,ABOUT RIGHT,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1977,20430,20430
NA,FEMALE,Heterosexual or straight,23,NA,NOT LEGAL,PRETTY HAPPY,NOT TOO HAPPY,NEVER,YES,NA,NA,NA,VERY LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,A U.S. Citizen,NA,NA,24970,24970
49,FEMALE,NA,25,TOO LITTLE,NA,NOT TOO HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,NOT VERY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1969,24970,24970
65,MALE,Heterosexual or straight,23,ABOUT RIGHT,LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,YES,NA,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1953,10782.5,NA
59,FEMALE,Heterosexual or straight,17,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,63560,37455
