IDSTUD,ITBIRTHM,ITBIRTHY,ITSEX,ASDAGE,ASSSCI01,ASSEAR01,ASSLIF01,ASSPHY01,ASSKNO01,ASSAPP01,ASSREA01
10101,6,2005,2,9.92,504.5513,445.2919,408.2991,458.021,529.5136,519.7842,543.8187
10102,10,2005,2,9.58,400.6735,291.2442,323.3329,296.5886,379.1956,385.0167,372.996
10103,1,2005,1,10.33,542.067,440.0107,528.8448,529.4147,521.0647,538.5045,535.2791
10104,6,2005,2,9.92,544.1907,534.2964,551.7017,557.1893,538.3842,540.3896,535.3284
10105,6,2005,2,9.92,588.0062,555.3388,499.9448,559.4732,532.7365,503.0834,460.8084
10106,12,2005,1,9.42,582.6241,556.1076,585.3797,561.5692,526.2867,573.1294,513.5148
10107,10,2005,1,9.58,503.7587,532.2606,527.5388,563.3977,555.234,559.318,525.6022
10108,1,2005,2,10.33,624.8618,598.4733,592.2303,616.9385,605.249,599.2578,598.4919
10109,8,2005,2,9.75,397.9799,437.6063,450.9456,437.932,397.0545,409.3931,353.2455
10110,12,2004,1,10.42,571.6117,486.4145,578.8653,502.879,589.237,582.3774,568.1487
10111,9,2005,2,9.67,532.3565,362.2098,387.0863,401.538,470.125,498.3277,465.1507
10112,12,2005,1,9.42,523.0056,443.0501,501.673,410.383,458.1778,462.4134,451.6792
10113,1,2005,1,10.33,599.404,533.9179,594.7303,511.6397,613.9789,603.7819,605.9533
10114,10,2005,2,9.58,546.5214,483.076,519.5564,500.1166,515.885,504.56,528.8156
10115,3,2005,2,10.17,609.158,478.478,529.0718,487.5171,665.985,614.1939,616.0449
10116,6,2005,2,9.92,548.9298,512.3329,503.7454,485.8802,587.0553,576.4627,587.5264
10117,1,2005,1,10.33,473.5901,530.54,517.8351,519.6608,415.8376,473.1262,498.5597
10118,1,2005,1,10.33,608.449,564.3217,577.503,561.2882,618.8869,581.9788,525.5833
10119,12,2004,1,10.42,469.6161,468.6083,493.9686,476.1892,409.8245,487.0413,485.633
10120,6,2005,1,9.92,484.1278,472.8643,487.4532,516.1401,503.265,499.3632,503.9525
10201,2,2005,1,10.25,564.7792,609.7818,615.1076,642.3165,573.2199,570.7056,571.5188
10202,7,2005,2,9.83,608.9103,578.8926,619.6718,539.0238,657.1061,643.0421,598.6448
10203,9,2005,1,9.67,594.7301,438.8795,528.3458,486.1645,580.6055,617.6602,570.1249
10204,1,2005,2,10.33,403.248,245.9066,249.5638,264.3487,259.4363,292.89,289.0298
10205,9,2005,1,9.67,537.924,581.2393,569.4535,538.1402,588.9805,565.707,546.7165
10206,7,2005,2,9.83,600.8658,645.116,670.323,696.0135,613.4194,593.1841,590.7236
10207,5,2008,2,7,406.2024,362.4146,416.9554,438.2424,441.3457,434.3897,475.9117
10208,7,2005,2,9.83,459.4927,447.0147,508.9197,514.7522,515.7496,509.5834,514.9923
10209,6,2005,2,9.92,586.3095,580.4652,606.7022,569.6611,587.0616,560.1126,572.9227
10210,12,2004,2,10.42,616.6847,635.8459,606.3262,539.0575,617.0179,587.2667,593.1964
10211,9,2005,2,9.67,589.4656,443.5117,560.0728,492.072,597.4725,597.946,622.9633
10212,4,2005,2,10.08,591.1509,609.5988,595.5792,596.4044,651.1037,625.553,583.44
10213,9,2005,1,9.67,462.4161,403.7233,468.0383,426.6706,455.769,447.2779,469.1725
10214,10,2006,2,8.58,494.7478,545.2549,542.6826,542.7877,597.9194,601.815,592.048
10215,11,2005,1,9.5,584.6624,450.9325,520.3472,486.8214,596.9838,564.3358,585.6032
10216,4,2005,1,10.08,538.2331,453.3735,482.9308,430.2862,485.8207,492.1098,526.4065
10217,2,2005,2,10.25,511.7015,397.2804,409.7642,426.864,471.3763,456.9262,415.0701
10218,8,2005,2,9.75,476.1385,412.1904,419.6159,438.0489,393.4512,388.9079,410.3666
10219,8,2005,1,9.75,578.9367,553.4458,586.4139,502.8184,620.6924,571.6589,602.6427
10220,9,2005,1,9.67,431.8717,381.042,440.372,433.2166,408.0614,422.5007,427.8549
20401,12,2004,2,10.42,472.9912,383.5702,439.7661,388.0134,530.6462,525.6866,571.4351
20402,8,2004,2,10.75,498.3234,444.6344,394.4912,411.7278,515.6885,518.083,508.2095
20403,5,2005,1,10,544.5527,537.9231,623.2406,504.0749,491.9231,492.5277,480.5302
20404,12,2004,2,10.42,386.8162,368.5515,420.2497,413.9151,492.1391,485.0209,478.0255
20405,11,2004,1,10.5,586.1377,583.4347,626.6714,575.5864,666.853,653.948,650.0787
20406,1,2005,2,10.33,633.6479,586.9644,603.4729,603.6267,626.6963,625.1176,614.454
20408,6,2004,2,10.92,543.3913,439.9598,481.7277,463.4715,481.9722,493.4533,503.866
20409,3,2005,1,10.17,573.5316,598.9334,613.4793,611.4316,540.5034,530.3565,555.3138
20410,7,2005,1,9.83,492.7333,432.382,522.8829,498.1203,483.7157,510.3625,531.9344
20412,9,2004,2,10.67,583.2387,528.3045,495.5938,534.0957,546.8081,553.4243,546.8594
20413,7,2005,1,9.83,526.1638,435.6854,442.8276,491.6441,544.8319,524.7955,540.3717
20415,6,2005,2,9.92,546.5823,529.1843,567.711,570.1716,564.7754,616.5049,582.2636
20416,7,2005,1,9.83,574.3696,559.2355,591.2086,545.9221,599.946,585.9791,633.4517
20417,8,2004,1,10.75,456.2827,448.5184,530.4689,445.9627,463.4924,445.1259,469.2812
20418,12,2004,2,10.42,613.2878,644.2919,649.798,632.8924,607.6303,595.0032,582.5102
20419,4,2005,1,10.08,513.1023,472.0554,493.0244,417.0851,475.5657,446.6196,495.9774
20420,5,2005,2,10,543.4234,601.0746,629.7128,632.4124,546.1654,555.1522,511.8164
20421,3,2005,1,10.17,638.9246,627.7811,648.0342,644.3278,691.9323,659.1634,634.6749
20801,9,2004,2,10.67,614.571,634.6939,626.5614,601.7554,634,597.6975,560.6616
20802,12,2004,2,10.42,559.6691,662.4381,647.6463,691.5534,675.3225,682.3264,689.427
20803,9,2004,1,10.67,619.4635,623.5473,611.2415,591.7472,630.7275,607.7661,635.5636
20804,10,2004,2,10.58,765.3397,755.2795,739.9373,710.4557,677.7954,633.1081,645.3566
20805,5,2005,2,10,574.3522,572.4036,590.8932,603.7648,651.5769,589.1629,599.1684
20806,8,2005,2,9.75,628.7687,531.857,609.6313,568.7931,656.0411,624.141,635.1927
20807,3,2005,2,10.17,629.2906,622.3965,605.7011,614.6497,681.6373,695.2929,631.1271
20808,8,2005,1,9.75,639.7841,526.3153,631.6335,559.0071,630.0268,594.4859,598.9976
20809,8,2005,1,9.75,623.3148,614.6651,616.0299,633.1722,709.3694,683.1666,668.0846
20810,7,2005,1,9.83,584.8497,632.4614,660.7736,628.5302,575.5674,587.2662,582.0829
20811,12,2004,2,10.42,618.4789,563.9605,605.6273,573.4899,693.7385,654.8071,639.5219
20812,8,2005,1,9.75,691.2576,749.0305,706.3077,689.3549,586.4187,564.5288,579.7649
20813,4,2005,1,10.08,651.6465,602.7214,633.7306,575.2291,619.2815,607.424,618.6743
20814,12,2004,2,10.42,614.4045,693.8409,712.5628,626.3638,627.8876,649.5775,612.357
20815,9,2004,1,10.67,627.8366,600.959,596.0436,587.1562,652.4371,619.8271,626.7358
20816,6,2005,1,9.92,586.0115,633.9673,593.2879,623.6428,657.0597,569.5635,581.4061
30401,10,2004,2,10.5,665.7538,599.4153,710.4365,613.2446,625.3153,601.4038,576.5694
30402,12,2003,2,11.33,531.5133,603.5063,547.3836,584.9748,613.4833,595.7194,622.0168
30405,10,2004,2,10.5,540.9657,554.6376,508.9544,521.0884,540.7879,532.2012,523.5692
30406,10,2004,2,10.5,499.422,471.1894,475.1565,517.7387,463.6396,471.0371,479.7396
30407,11,2003,2,11.42,501.3418,565.0601,553.7158,558.5532,623.9704,539.5776,582.232
30408,6,2005,1,9.83,631.6695,656.6868,638.2257,616.0258,648.7502,602.8335,656.4352
30409,8,2005,2,9.67,572.8478,573.1074,563.8559,529.5034,559.4076,553.7319,553.0886
30410,5,2005,1,9.92,466.4501,479.5732,511.6692,521.8023,486.6961,489.654,551.1142
30411,4,2005,2,10,547.0303,566.0362,598.6826,637.2856,629.7445,604.8811,624.3478
30412,8,2004,2,10.67,550.6511,599.5868,583.8987,594.5874,575.6936,590.9243,566.7882
30413,8,2004,2,10.67,517.6001,485.535,545.2296,510.6137,525.0632,540.2401,532.0948
30414,10,2005,2,9.5,462.7409,470.8699,446.5413,498.5886,473.5411,484.3406,461.6954
30415,11,2004,1,10.42,536.4343,540.8335,537.6086,499.727,489.2886,494.2098,508.1809
30416,7,2005,1,9.75,554.3958,623.3841,599.5593,578.9446,615.308,635.2674,621.3165
30417,10,2005,2,9.5,595.675,585.2099,596.1395,589.3243,516.563,558.0583,539.3846
30418,12,2003,2,11.33,411.9278,437.7473,457.1395,491.5672,398.8927,428.6802,410.2726
30701,9,2004,1,10.58,713.3973,621.5163,644.1382,615.3333,687.7353,650.2191,657.2503
30702,4,2005,2,10,504.7558,416.6798,504.8077,485.0531,521.8482,526.1347,502.8907
30703,12,2004,2,10.33,523.5884,408.9604,461.5696,461.4579,503.153,488.5509,481.2024
30704,2,2005,2,10.17,518.5356,440.077,525.8522,512.4471,561.7909,583.0419,575.56
30705,8,2003,2,11.67,586.4794,488.3483,566.1346,499.1683,586.6495,522.9179,563.7168
30706,4,2004,2,11,516.969,522.5082,548.0788,556.9172,570.3827,520.9813,525.6216
30707,8,2004,2,10.67,571.7935,564.1588,589.2909,578.9153,629.6189,585.1237,614.4872
30708,9,2004,1,10.58,484.8911,502.3844,457.7789,464.5388,461.7813,487.4034,508.3977
30709,11,2003,1,11.42,489.0878,374.7568,452.7741,439.2869,443.668,442.1708,450.4475
30710,11,2003,2,11.42,442.7735,426.8137,485.2889,471.945,439.1187,437.4668,439.2099
30711,2,2005,1,10.17,512.1134,573.7461,591.3906,560.7968,512.6052,485.112,532.2771
30713,1,2005,1,10.25,595.1909,634.2294,575.5603,636.0611,650.041,633.4017,586.0307
30715,1,2003,2,12.25,355.3008,268.0934,312.3273,330.7978,389.6748,371.9175,403.7955
30716,6,2005,1,9.83,577.3994,541.171,477.7311,515.4535,528.6635,534.9251,518.8981
30718,10,2004,2,10.5,688.6597,541.5603,606.8024,574.5342,649.5686,640.3355,610.7164
40201,11,2003,2,11.42,536.8712,511.0052,495.6255,510.8479,458.1983,474.2159,481.6509
40202,8,2005,1,9.67,568.0446,503.3278,554.7148,511.1122,551.4719,550.7355,536.1381
40203,5,2005,2,9.92,627.1273,514.4062,601.6968,589.9463,540.2745,548.8302,548.5911
40204,9,2004,1,10.58,548.5597,586.7859,551.9928,541.8796,579.3795,572.6954,603.396
40206,7,2005,1,9.75,560.396,487.1084,520.7295,502.9226,533.7516,511.4592,529.6607
40207,3,2005,1,10.08,446.3443,458.1933,482.3413,425.7618,464.6395,482.1284,468.7933
40208,2,2005,1,10.17,494.3938,445.9266,492.0447,493.8816,527.6962,527.3639,543.3278
40209,10,2004,2,10.5,569.7136,492.2851,596.1315,522.8447,582.0054,581.5175,590.6133
40210,1,2004,1,11.25,402.0051,369.3702,450.2673,439.335,536.3036,504.838,504.7116
40211,12,2004,1,10.33,654.389,597.1035,599.8076,584.8461,609.8093,620.566,606.501
40212,9,2004,2,10.58,595.8498,612.6699,652.4752,609.2735,557.8566,536.9155,578.3164
40213,7,2005,2,9.75,567.1054,636.3233,594.5817,642.4734,550.8659,559.9246,575.7576
40214,3,2005,1,10.08,549.032,561.8768,572.1038,584.8195,531.9058,528.0995,531.4338
40215,9,2005,1,9.58,618.571,567.0971,603.199,555.0695,676.9728,660.8696,641.4341
40216,12,2004,2,10.33,489.6632,458.8916,475.1303,441.4541,397.3503,491.2836,410.0341
40217,7,2004,2,10.75,418.1211,485.3363,461.6312,492.1112,481.5807,491.222,465.7235
40218,9,2004,1,10.58,634.2223,670.2969,645.362,654.6035,642.032,582.1227,625.2068
40219,12,2004,2,10.33,610.177,628.0412,573.6767,596.3416,600.5152,586.643,595.0061
40220,9,2004,2,10.58,566.7669,595.1413,610.5636,602.5293,451.2117,476.3957,479.2769
40401,9,2004,1,10.58,620.2394,595.6064,592.8909,606.1378,623.1801,581.4351,591.2388
40402,1,2005,1,10.25,386.4427,351.243,450.3107,447.9533,398.1112,410.2287,443.8871
40403,9,2004,1,10.58,485.1093,382.7252,477.1123,411.0141,372.7289,405.8208,443.8394
40404,10,2004,2,10.5,601.7934,626.5295,590.622,651.767,629.2357,615.5705,576.5081
40405,1,2005,2,10.25,562.1035,590.4076,530.7931,511.9301,569.8262,595.7727,550.4901
40406,4,2005,2,10,512.2657,545.2392,581.9173,534.581,522.7073,544.8687,560.107
40407,4,2005,2,10,543.231,530.0593,574.9078,491.7024,515.1758,532.5082,521.2165
40408,12,2004,2,10.33,545.0198,581.1549,620.2649,539.9659,566.0291,539.9713,579.7584
40409,10,2004,2,10.5,615.3592,562.0403,527.9175,575.05,618.864,594.6096,569.0913
40410,7,2005,2,9.75,529.653,512.9951,520.7976,509.7477,563.8386,557.2839,497.6049
40411,2,2005,2,10.17,559.0372,547.5418,508.7723,553.9654,582.0459,578.3184,523.2264
40412,11,2003,2,11.42,419.4385,505.8653,482.4061,465.9308,429.3264,459.1272,420.4868
40413,1,2005,2,10.25,503.643,481.8925,549.8643,555.3521,550.7389,538.8204,545.1491
40414,3,2005,2,10.08,600.4857,583.8063,546.312,592.0847,566.6959,583.129,547.2122
40415,5,2005,2,9.92,619.1222,587.3231,630.6995,604.9441,627.2068,570.9647,600.8945
40416,9,2004,1,10.58,530.6907,509.751,595.0576,534.3001,511.5992,501.6188,502.413
40417,1,2005,1,10.25,580.3388,559.058,585.1753,529.8288,563.3962,569.5797,542.0402
40418,10,2004,2,10.5,547.7974,500.2477,564.0539,532.3779,578.5887,568.2163,556.1136
40419,4,2005,1,10,605.0372,519.7488,554.0035,535.9005,579.3065,580.481,570.2692
40420,4,2005,2,10,651.2688,607.6887,600.176,591.516,573.9244,549.9398,551.7724
40421,4,2005,1,10,652.7865,589.0599,638.2541,612.7043,615.1666,606.1095,569.4329
50101,5,2005,1,9.83,508.8471,480.3209,502.1205,485.7652,500.5301,512.8344,505.6278
50102,9,2004,1,10.5,568.4251,521.8933,520.6591,517.8775,622.684,585.8498,613.7116
50104,6,2005,1,9.75,476.1872,498.2529,523.1968,523.8478,508.9261,510.7181,510.3585
50105,3,2005,1,10,551.2823,515.6594,535.2354,495.3308,603.3894,602.5607,608.1119
50107,12,2004,2,10.25,635.0128,659.3743,638.1021,623.3123,714.1365,685.4304,689.1821
50109,10,2004,1,10.42,533.0016,436.0568,508.3415,497.4444,498.2837,524.0817,523.7712
50110,12,2004,1,10.25,552.1752,616.8342,611.7812,606.7064,638.3835,590.042,598.6333
50112,11,2004,1,10.33,545.3141,522.4392,540.9345,544.755,623.4651,607.0931,619.68
50113,9,2004,2,10.5,462.944,498.6256,494.5221,505.623,435.0996,443.5921,511.8225
50114,4,2005,2,9.92,493.7649,463.564,463.4695,487.1265,435.0222,472.1436,422.6069
50115,7,2005,2,9.67,573.4487,645.5122,561.3288,626.8521,551.3336,569.3546,552.1256
50116,3,2004,1,11,495.8354,533.2919,530.2087,488.0685,544.374,537.1742,536.4174
50117,12,2004,2,10.25,506.6267,470.1382,480.6082,418.4309,479.6514,464.918,472.3397
50119,6,2005,2,9.75,521.1355,510.456,534.6854,519.6035,472.8266,462.1225,498.5182
50202,2,2005,2,10.08,442.2111,463.1874,476.5043,472.6306,444.4018,471.5585,476.9422
50203,7,2005,1,9.67,577.1048,596.5367,576.8178,549.9495,594.1655,578.2221,569.5232
50204,1,2005,2,10.17,479.9507,503.2796,514.0446,519.2525,536.6248,544.7109,504.0147
50205,12,2004,1,10.25,625.3426,550.7209,573.081,519.473,582.2781,573.3494,575.8519
50206,1,2005,1,10.17,507.3763,475.7757,501.1535,479.4658,483.1431,451.7678,473.2738
50207,1,2005,1,10.17,565.6253,670.8253,661.5464,662.5192,678.9857,604.7129,641.1926
50208,3,2005,1,10,621.6544,569.8776,604.5786,543.3044,639.0799,609.8685,622.5168
50209,5,2005,1,9.83,576.3954,511.8884,570.6824,569.249,547.2899,529.5401,544.748
50210,7,2005,2,9.67,587.656,588.2338,571.065,584.3343,625.9994,603.9686,609.3062
50211,2,2005,1,10.08,578.9689,621.5736,594.6151,596.4127,498.4284,543.8515,532.6821
50212,7,2005,1,9.67,637.4859,626.9263,615.9301,615.097,555.8068,549.5121,577.2987
50213,7,2005,1,9.67,502.266,501.6228,499.3115,450.8052,488.6777,474.8108,451.9872
50214,6,2005,2,9.75,537.3103,610.803,652.0779,616.3408,686.0317,615.0952,597.7787
50215,6,2004,2,10.75,589.9665,522.1209,580.2201,572.7761,544.4986,547.3929,568.6401
50216,11,2004,1,10.33,468.0714,403.6917,477.1274,395.4784,447.0688,452.6364,456.1535
50217,12,2004,2,10.25,554.106,558.3869,559.9002,588.3618,557.0971,551.2445,501.6965
60201,11,2005,1,9.5,427.2007,362.0863,376.7224,370.2804,375.6944,403.5917,372.735
60202,7,2004,2,10.83,453.1862,370.9862,393.2122,349.5297,387.0254,408.6948,419.4682
60203,5,2005,1,10,571.5687,571.7883,599.1002,519.5562,536.6032,546.2091,529.3026
60204,12,2004,2,10.42,363.7392,301.915,367.1398,329.8892,341.1845,363.1694,395.3152
60205,9,2004,2,10.67,386.4674,197.1843,287.7408,251.236,340.5801,393.256,347.1949
60206,3,2004,2,11.17,332.8702,311.0422,329.0988,329.9703,271.9498,302.3424,303.3369
60207,1,2002,1,13.33,373.9534,306.7819,315.5471,340.468,390.7101,344.7052,405.9537
60208,10,2005,2,9.58,385.1091,347.1372,335.5612,342.1181,345.0763,354.9934,390.2219
60210,8,2005,2,9.75,467.5727,579.6323,489.3112,472.5409,465.0049,524.3924,470.9008
60211,7,2005,1,9.83,358.4962,343.3786,358.6072,415.1803,365.5847,405.4894,390.5617
60212,5,2005,1,10,486.271,506.9824,489.9022,487.7433,470.3161,507.1756,517.7452
60213,11,2005,2,9.5,490.1638,432.5633,445.2628,467.3181,443.1851,451.988,473.26
60214,12,2003,2,11.42,472.5664,387.1514,463.477,426.1765,386.08,391.2971,394.7278
60215,3,2005,1,10.17,503.0843,547.5734,548.1521,466.2489,489.7855,521.4116,467.8891
60216,5,2004,2,11,584.2702,460.2009,497.2255,487.8362,542.305,547.6339,538.1411
60217,9,2005,1,9.67,403.4138,349.2333,358.7542,317.959,236.8924,269.2598,282.0498
60218,8,2004,2,10.75,435.3491,422.5631,470.2685,467.7247,420.3039,470.4994,444.6667
60219,7,2005,2,9.83,347.0074,383.1368,393.5825,417.2525,342.9842,319.2712,358.3492
60220,4,2005,1,10.08,376.6833,348.2373,395.6458,431.0646,318.5491,389.0557,371.2243
60221,3,2005,1,10.17,460.7369,397.7831,445.7604,405.7662,498.229,550.1849,519.6479
60222,1,2003,2,12.33,388.1659,520.8547,509.9925,534.9157,517.6546,496.1379,540.6235
60223,9,2005,2,9.67,420.4781,413.6786,461.6519,436.5836,422.732,433.3228,424.2953
60225,7,2005,1,9.83,399.4481,364.4044,348.9943,343.9616,369.9971,407.1932,380.8511
60226,2,2005,1,10.25,500.8644,452.4152,478.732,454.3226,575.4385,541.0291,556.0527
60227,12,2004,1,10.42,605.6688,640.2578,599.2785,562.9938,612.1598,578.6659,633.3566
60228,2,2005,1,10.25,448.278,432.8588,518.804,467.1048,512.8273,514.699,455.0729
60229,12,2004,2,10.42,430.0216,357.4394,447.8921,384.8811,407.2735,476.1517,466.8293
60401,10,2005,1,9.58,476.5135,499.8251,477.8117,455.4195,476.4848,468.6369,449.0975
60402,5,2005,1,10,480.8216,459.7329,518.6828,471.0881,454.5039,451.8097,475.2133
60403,9,2002,2,12.67,308.7438,264.5498,308.2649,300.5966,291.3092,367.8224,400.7757
60404,3,2005,2,10.17,262.0941,265.7386,284.0621,255.4327,280.7303,291.4189,316.1786
60405,7,2005,1,9.83,454.7508,468.512,502.0415,492.1569,484.6888,507.8109,483.0772
60406,9,2005,1,9.67,527.4717,380.0727,448.1807,409.2834,518.6568,490.5233,534.4911
60407,6,2005,2,9.92,241.463,285.3374,370.3318,334.8548,282.3454,315.7343,352.3108
60408,3,2005,1,10.17,406.5661,364.0974,472.0153,404.2647,352.7345,387.609,387.3407
60409,9,2005,2,9.67,431.5881,413.857,430.9067,446.3245,434.8974,468.7918,469.3111
60410,6,2005,2,9.92,380.8141,369.9226,421.5531,383.2411,376.5061,402.1945,423.1785
60411,5,2005,1,10,400.986,268.2032,314.2576,284.3911,301.3256,329.542,381.4855
60412,7,2005,1,9.83,399.1502,342.0058,306.179,369.152,293.6982,298.4915,319.956
60413,8,2005,2,9.75,466.3248,383.8953,382.5402,427.2266,387.2042,409.8324,422.6605
60414,1,2005,1,10.33,435.655,353.8645,428.6269,404.8252,403.6283,433.6488,448.1596
60415,6,2005,2,9.92,449.1804,347.7546,334.7252,365.7555,383.1233,430.1561,392.0763
60416,8,2005,1,9.75,383.693,319.414,377.663,335.7205,378.3576,349.5886,417.4401
60417,11,2005,2,9.5,379.9289,223.4735,268.2666,237.2355,348.1688,371.4187,412.4171
60418,1,2005,1,10.33,456.5846,404.6682,440.9875,393.3031,464.2348,457.66,482.9359
60419,12,2005,2,9.42,377.1252,344.157,330.5522,385.9796,345.5475,348.1507,351.2307
60420,7,2005,1,9.83,475.1806,452.1572,523.3556,481.0445,465.8926,463.6185,483.3578
60421,1,2005,2,10.33,491.1119,501.4058,525.5895,523.2163,546.549,554.5028,542.813
60422,3,2005,2,10.17,498.788,547.8363,521.3266,520.5903,501.2207,483.7029,476.0484
60424,7,2005,2,9.83,358.0984,362.5021,443.2333,400.8338,426.54,436.2226,480.2143
60425,6,2005,1,9.92,470.675,357.1816,406.0745,419.9547,416.6789,430.8177,469.64
60426,5,2005,1,10,406.0025,361.5088,412.9403,340.8078,429.0522,432.449,435.8086
60427,3,2005,1,10.17,416.9832,385.9795,406.7455,403.3013,347.0595,348.1544,439.0151
60428,8,2005,1,9.75,408.1372,384.1492,450.9461,399.6574,386.0661,379.2401,420.2477
60429,4,2005,1,10.08,387.2007,344.9156,361.0264,373.503,386.9597,417.9787,390.4375
70201,8,2005,1,9.75,619.5841,604.1984,628.2604,571.2052,688.404,661.6932,633.2501
70203,11,2004,1,10.5,460.6758,424.7132,455.2591,433.8546,494.8972,488.9623,493.1774
70204,8,2005,1,9.75,576.3381,524.8788,540.259,516.741,552.8416,547.9195,580.4696
70205,11,2004,1,10.5,669.4627,584.2199,625.8887,624.2336,626.2567,570.1855,586.8938
70207,12,2004,2,10.42,556.2644,542.7874,542.5845,560.6182,521.7483,511.3111,525.3276
70209,6,2005,2,9.92,528.6193,352.1778,334.88,369.3456,451.5316,418.7273,431.6953
70210,3,2005,2,10.17,416.3362,460.102,470.1929,470.3973,393.1795,412.7083,441.8272
70211,5,2005,2,10,624.7112,603.1393,590.637,580.0463,575.8982,573.6173,571.549
70212,7,2005,1,9.83,546.178,608.7442,659.0133,637.9835,573.1395,549.0193,575.0643
70213,10,2004,1,10.58,550.1254,466.9881,507.2256,491.2613,521.8437,519.8844,535.1255
70214,6,2005,2,9.92,534.6298,568.1835,588.1828,552.2899,567.5297,554.5707,517.4939
70215,10,2004,2,10.58,535.8829,678.8785,635.4002,664.5276,557.6575,569.043,593.4208
70216,8,2005,1,9.75,551.4724,552.4699,596.1915,512.0898,530.8715,592.6395,599.9664
70217,9,2004,1,10.67,439.3826,384.8486,447.9532,422.4305,336.5388,365.6395,379.9716
70219,6,2004,2,10.92,557.3525,607.9921,595.9111,571.0937,597.5125,573.2147,600.183
70220,2,2005,2,10.25,557.339,623.9135,621.4646,546.0739,584.9421,563.9521,544.2047
70222,8,2005,1,9.75,702.5764,621.5542,612.8246,628.7606,708.7865,704.6158,665.5898
70223,3,2005,2,10.17,627.9549,646.1469,661.4295,595.3694,606.0024,602.0885,607.6047
70224,12,2004,1,10.42,635.2643,639.3671,660.7579,619.8067,635.1918,629.0525,630.5967
70225,11,2004,2,10.5,564.8387,619.3372,585.9636,576.5239,603.0662,572.3166,536.491
70226,10,2004,2,10.58,562.3096,593.1241,629.3123,614.458,536.5554,526.9708,578.8195
70301,1,2005,1,10.33,603.9868,607.7481,623.4191,573.3864,541.4086,520.4039,555.5204
70302,4,2004,2,11.08,440.8386,449.3404,442.8394,452.0598,435.8915,438.4985,492.3027
70303,9,2004,2,10.67,387.2932,393.7358,416.1562,414.7241,420.6925,420.1047,465.7565
70305,5,2005,1,10,309.7204,303.5247,377.9321,368.5156,348.5835,360.1754,407.7118
70306,3,2005,2,10.17,593.7263,628.5431,608.1048,590.7022,628.6065,620.2657,592.3464
70307,8,2005,1,9.75,431.2667,570.5543,571.7797,547.3536,499.6792,501.2124,487.6271
70308,4,2005,2,10.08,518.3444,564.0759,537.7208,575.4425,508.3647,484.8535,480.7571
70310,4,2005,2,10.08,602.3826,634.123,609.435,588.9483,551.7244,559.6336,561.2654
70311,7,2006,1,8.83,586.6802,589.0164,568.5308,541.2472,558.6676,547.5022,561.7226
70313,12,2004,2,10.42,642.9965,676.729,694.1406,670.4347,682.8159,643.3704,639.614
70314,7,2004,2,10.83,676.4887,742.8229,718.2592,683.8121,636.2252,614.4957,616.6882
70315,7,2005,1,9.83,608.9425,591.7359,617.4794,567.2059,589.7689,561.8696,568.4248
70316,5,2005,2,10,540.9843,575.1221,572.4216,588.2571,599.1531,617.2854,617.5772
70317,9,2004,1,10.67,438.8636,506.9706,554.5623,543.7169,462.27,488.8477,515.2778
70318,12,2004,2,10.42,504.8916,556.2275,600.9306,549.6598,555.5337,571.2398,586.2927
70319,6,2005,1,9.92,466.0456,482.1189,495.1697,492.9396,480.8756,477.6471,515.9141
70320,2,2005,2,10.25,600.1787,525.2714,548.7415,506.6685,547.7318,554.2258,518.1103
70321,11,2004,1,10.5,573.0642,607.3958,594.1844,583.5604,584.2885,605.0132,583.1212
70322,5,2005,1,10,509.7998,503.2468,534.1637,552.4933,535.988,497.5407,512.561
70323,11,2004,2,10.5,500.2034,565.8976,566.4032,503.1662,527.1061,528.3678,529.2333
70324,8,2004,2,10.75,545.1645,529.2318,546.0581,512.8134,511.0522,496.9041,526.2048
70325,7,2004,2,10.83,427.2268,393.6306,413.3728,394.9091,402.8974,455.0181,465.1946
70326,8,2004,1,10.75,566.4566,501.2707,559.2195,485.5152,536.0363,555.4778,565.9711
80201,3,2005,1,10.08,496.5187,490.9039,527.9742,486.2174,507.9353,516.0167,523.6011
80202,1,2005,2,10.25,502.3982,471.044,469.8713,450.7846,434.5925,440.7915,459.1009
80203,1,2005,1,10.25,529.7072,472.116,511.2863,443.5686,526.1746,459.8679,518.5221
80204,8,2005,2,9.67,537.5694,384.2699,402.8074,386.313,416.3116,429.6022,436.0356
80205,11,2006,2,8.42,513.9901,544.7717,524.6685,536.8783,609.9518,618.5902,607.3856
80206,3,2005,2,10.08,623.3315,631.9792,680.2179,636.9796,662.6211,696.9871,642.1605
80207,1,2005,2,10.25,501.248,501.3194,505.2775,469.4405,521.8722,580.641,552.7132
80209,12,2004,1,10.33,543.2247,483.5451,522.0131,512.9501,527.2152,540.4112,548.5379
80210,10,2004,2,10.5,519.3778,538.1203,546.665,562.986,543.473,522.5692,509.5793
80211,11,2005,1,9.42,454.9268,425.3997,386.5811,455.6009,419.6481,425.3929,437.4017
80212,1,2005,2,10.25,511.863,509.6673,533.7694,504.751,476.8905,468.599,445.9793
80213,9,2005,1,9.58,438.5868,485.7253,556.659,497.2754,487.0397,491.9709,510.4183
80214,10,2005,2,9.5,460.7851,424.6326,518.0121,495.2051,445.6327,499.5531,491.7963
80215,6,2005,2,9.83,607.63,501.1753,508.8474,507.5796,552.3268,553.5434,543.8849
80216,1,2005,1,10.25,530.5296,548.8488,580.4777,512.8613,447.0885,479.0557,496.9722
