IDSTUD,ITBIRTHM,ITBIRTHY,ITSEX,ASDAGE,ASSSCI01,ASSEAR01,ASSLIF01,ASSPHY01,ASSKNO01,ASSAPP01,ASSREA01
1780318,11,2004,1,10.5,706.9393,689.9023,701.5113,687.6798,706.4759,721.7695,670.7112
1780319,4,2005,1,10.08,675.5228,655.4821,657.4239,623.3284,669.7812,678.0286,656.9817
1780320,11,2006,2,8.5,629.5617,679.47,710.3635,719.1836,686.8944,660.8144,649.7199
1780321,12,2004,1,10.42,627.8087,484.062,573.1052,547.9292,594.6494,579.0356,648.9398
1780322,8,2005,1,9.75,661.6862,683.3057,700.4875,667.9656,724.7875,708.9936,691.0732
1780323,12,2004,2,10.42,640.0835,568.7366,588.0107,634.1868,632.2101,638.4165,620.4605
1780325,9,2005,1,9.67,605.1605,652.1675,650.8783,670.5946,602.7333,605.6065,593.5248
1780326,3,2005,2,10.17,640.9354,637.0283,604.3035,647.7654,661.7198,661.9833,617.2958
1780327,12,2004,2,10.42,614.2401,608.9498,596.5935,628.6798,579.8339,618.4328,605.1734
1790101,6,2005,1,9.83,597.4708,603.6499,578.9501,590.8546,606.4625,618.568,598.5385
1790102,5,2005,1,9.92,506.6018,566.2861,520.7263,535.4872,542.9349,551.7344,555.3567
1790103,9,2004,1,10.58,510.4206,509.45,487.1205,483.4001,442.3585,477.7719,456.3263
1790105,10,2004,1,10.5,467.9862,480.3248,505.2938,469.3862,452.6904,464.8625,476.3118
1790106,10,2004,1,10.5,491.9864,540.1751,624.0308,538.0494,548.8175,554.722,527.672
1790107,10,2004,1,10.5,632.2628,578.7704,570.7776,594.1534,620.8687,640.4765,609.1721
1790108,4,2005,1,10,583.423,628.1268,631.9,612.4663,600.929,590.5469,622.0744
1790109,8,2004,2,10.67,448.0226,422.2238,504.6051,426.2458,456.8766,478.7994,459.542
1790111,4,2004,1,11,409.2495,428.9252,456.4057,404.762,479.2077,538.8537,502.5261
1790112,5,2005,1,9.92,529.1752,585.7648,580.443,602.6818,474.8743,493.2745,484.3391
1790113,2,2005,1,10.17,517.6174,425.8689,492.1557,470.1626,455.3211,472.6217,496.4763
1790115,4,2004,1,11,449.1635,458.3395,479.9704,464.0764,417.1538,435.1453,458.1781
1790116,7,2004,1,10.75,501.9096,468.4655,516.4887,524.107,493.7508,512.4171,510.6287
1790117,10,2004,2,10.5,601.582,546.677,598.0297,547.2265,580.6867,575.7108,566.9702
1790118,4,2004,2,11,502.0667,476.2372,527.9024,465.279,512.9927,526.5586,500.4983
1790301,9,2004,1,10.58,500.2186,527.5502,596.0643,540.2785,511.3669,547.8669,532.9312
1790302,1,2005,1,10.25,522.1787,596.4886,604.3826,585.8764,540.6988,557.5522,539.5466
1790303,2,2005,2,10.17,658.0869,641.8851,631.3952,637.9318,658.7818,678.6659,652.701
1790304,7,2005,1,9.75,637.1409,615.3284,621.9257,598.9246,661.689,650.6005,636.8492
1790305,9,2004,1,10.58,618.2544,650.5764,586.5599,574.9086,672.9207,631.8254,638.5793
1790306,7,2005,1,9.75,605.1855,573.0682,611.8172,623.1802,609.3663,629.3224,598.4873
1790307,11,2004,1,10.42,522.7233,507.1062,488.8541,478.5256,510.0983,490.7538,554.0647
1790309,6,2005,1,9.83,571.3294,502.2337,567.0147,496.3166,550.251,544.4712,524.0735
1790310,12,2004,1,10.33,655.1519,702.8824,708.6695,716.7741,685.8996,634.0358,669.9931
1790311,4,2004,2,11,623.4037,584.8702,619.1438,564.2029,662.0675,684.0256,656.4559
1790312,2,2005,2,10.17,585.1309,645.3625,629.5389,606.2934,569.3942,567.8762,546.5478
1790313,12,2004,1,10.33,611.6468,525.8854,585.9532,556.7996,536.6509,561.501,608.1841
1790314,3,2005,1,10.08,530.3728,562.4901,593.6474,544.7375,580.4793,611.1329,583.4395
1790315,9,2004,1,10.58,667.5347,734.6149,663.9557,661.7604,730.8399,724.5271,674.6271
1790316,10,2004,1,10.5,655.4622,697.7792,679.4825,676.5355,642.2394,647.0318,641.2398
1790317,9,2004,1,10.58,576.1272,631.1504,652.5955,675.0655,632.2638,663.1909,608.5451
1790318,5,2005,2,9.92,672.532,623.53,651.6659,638.1331,713.5194,690.8401,674.2665
1790319,10,2004,2,10.5,613.7894,658.7433,679.6582,681.2219,639.8775,624.5681,615.571
1800101,7,2005,1,9.75,555.7159,608.5166,589.8317,590.0031,541.3157,531.1543,537.8638
1800102,2,2005,1,10.17,695.6809,634.7873,644.0845,657.6894,600.6501,582.2602,639.2295
1800103,3,2004,2,11.08,669.3218,744.7618,694.5912,710.0399,782.1284,719.3267,749.3965
1800104,3,2005,1,10.08,653.4229,750.7259,673.8323,659.0324,690.2716,706.388,653.8559
1800105,12,2004,2,10.33,536.3559,512.9231,536.5024,515.1165,526.1208,556.3913,548.0063
1800106,2,2005,2,10.17,607.0536,592.123,604.5667,613.3638,686.0461,655.2002,632.2886
1800107,7,2005,1,9.75,713.8229,741.7946,666.1659,657.4431,714.9676,670.3996,668.1766
1800108,3,2005,1,10.08,606.6304,527.9679,603.985,563.0206,640.7844,584.1522,641.3774
1800109,10,2004,2,10.5,635.6398,588.7729,604.0478,591.571,681.383,657.2015,646.309
1800110,9,2005,2,9.58,563.3717,544.933,489.9664,498.266,520.5322,558.2844,543.8251
1800111,2,2005,2,10.17,565.2889,514.3205,579.6463,497.0161,598.3798,577.6855,562.3558
1800112,10,2005,1,9.5,631.0346,621.441,638.7344,592.0223,627.9374,597.3303,598.4898
1800113,2,2005,2,10.17,604.6249,522.4411,540.7661,559.0624,641.503,607.2449,607.7255
1800114,2,2004,2,11.17,623.2169,539.0843,556.9084,513.6216,630.2406,577.2869,595.3914
1800115,5,2004,1,10.92,434.0073,511.0561,420.8542,479.8022,392.3181,389.2598,421.4688
1800201,1,2005,2,10.25,549.5406,551.1434,543.0828,566.7055,574.3917,547.8207,571.8146
1800202,1,2005,2,10.25,521.797,548.8892,533.9713,572.951,538.415,547.009,545.6706
1800203,9,2004,1,10.58,605.4726,631.6237,621.298,609.1959,644.3914,653.6425,624.9297
1800204,10,2004,2,10.5,552.4788,632.6386,629.1447,601.2667,546.6229,560.7026,535.566
1800205,11,2004,2,10.42,549.1596,463.3313,432.1155,491.8882,494.8212,472.7197,519.9909
1800206,4,2004,1,11,697.8066,629.9553,662.4525,594.6967,608.0367,626.2222,615.5934
1800207,12,2004,2,10.33,619.1702,555.4842,566.5674,574.7384,624.5612,605.3873,574.7717
1800208,2,2005,1,10.17,586.8207,580.6877,561.7906,544.3768,567.1907,560.5488,571.3474
1800209,2,2005,2,10.17,611.8198,586.6268,609.3422,534.1059,553.6755,550.0046,560.3734
1800210,6,2005,1,9.83,450.1182,409.931,511.8289,485.676,430.5909,444.1754,420.4043
1800211,7,2005,1,9.75,634.059,576.0188,564.1945,590.7273,604.4475,617.5727,583.0876
1800212,2,2005,2,10.17,486.1,413.5509,459.4047,411.2975,442.7507,431.4098,446.0384
1800213,4,2005,1,10,570.7115,639.3042,616.5423,587.6786,584.6079,563.8922,568.1257
1800214,1,2005,1,10.25,563.025,458.0295,526.4398,491.6641,627.3613,627.341,615.5829
1800215,2,2005,2,10.17,636.4531,606.8875,623.0714,577.6734,665.3461,667.3726,649.4328
1800216,12,2004,2,10.33,601.9816,557.6805,546.3221,551.8139,645.6494,605.4072,599.8931
1810401,4,2005,2,10.08,519.7692,467.5237,495.7042,474.3419,588.3345,586.5444,560.117
1810402,1,2005,2,10.33,576.3503,506.5481,563.3496,497.3815,546.7817,560.4499,602.2044
1810403,12,2005,1,9.42,467.3414,432.6745,428.9568,444.3141,428.0043,457.7028,406.134
1810407,8,2005,2,9.75,494.5101,522.765,522.1773,501.6102,555.5402,584.5478,536.0265
1810409,10,2005,1,9.58,569.496,632.1947,614.2409,588.2105,543.3232,550.9758,532.6005
1810410,5,2005,1,10,513.8521,544.2849,498.6534,532.2623,530.2386,538.1296,562.1973
1810411,9,2005,1,9.67,620.1377,560.3832,637.553,541.58,624.4144,601.17,560.4794
1810412,6,2005,2,9.92,580.0103,621.2149,616.5082,659.3339,632.9062,622.622,628.0084
1810413,1,2005,1,10.33,568.5339,525.9119,589.0631,580.5277,578.6959,600.8388,582.5224
1810414,9,2005,2,9.67,632.3469,766.693,669.3713,695.6801,681.9543,651.0709,695.9584
1810415,11,2004,1,10.5,616.9248,509.4445,568.3154,512.785,583.6677,616.3988,578.3694
1810416,7,2005,1,9.83,662.8557,700.22,738.0538,687.946,683.1532,637.6907,690.0298
1810417,10,2005,2,9.58,682.8499,620.9852,628.4946,625.9084,606.317,582.3708,571.8053
1810418,12,2005,1,9.42,766.3319,716.5164,739.9315,726.3633,681.3212,651.967,648.4768
1810419,6,2005,1,9.92,621.2468,640.962,613.65,601.8927,637.773,617.4232,622.4376
1810421,1,2005,2,10.33,615.2707,561.025,560.6727,554.5244,593.6323,577.3865,559.1449
1810422,11,2005,2,9.5,613.9209,653.9666,638.0031,618.7368,648.5479,622.4183,621.2415
1810423,2,2005,1,10.25,563.3007,610.244,634.0022,598.9764,581.1608,589.2919,618.3525
1810424,12,2005,1,9.42,465.2986,537.5719,521.5661,466.8572,510.6045,521.4212,488.0238
1810425,10,2005,2,9.58,650.9697,602.9524,669.0609,611.5736,644.3997,610.3146,619.7134
1810426,10,2005,2,9.58,474.8765,531.1281,516.594,512.2461,476.4515,482.4706,494.0544
1810901,8,2005,2,9.75,608.3514,695.0644,637.2893,655.7086,651.4048,641.1484,601.7378
1810902,4,2005,1,10.08,666.6562,665.4184,691.0303,668.4901,622.7428,601.4438,604.6116
1810903,10,2005,2,9.58,576.5481,620.4994,638.68,617.4805,614.8765,609.0293,604.8306
1810904,4,2005,1,10.08,610.856,677.6728,681.2362,649.7115,682.8217,662.3695,649.0351
1810905,7,2005,1,9.83,611.5901,645.7478,647.1945,652.6068,587.3391,582.765,627.1882
1810906,7,2005,1,9.83,562.1592,441.1825,497.5243,502.3746,644.8145,590.0829,574.0891
1810907,11,2004,2,10.5,570.8389,607.7572,661.5002,653.0023,643.4317,618.4542,595.4169
1810908,3,2005,1,10.17,549.5261,531.5584,584.8862,547.681,598.7692,606.3975,581.6217
1810909,8,2005,2,9.75,658.3294,559.3031,647.1158,585.5883,645.4324,649.4191,624.41
1810910,2,2005,2,10.25,581.3322,658.1877,595.0789,590.9812,620.4779,624.6588,585.2169
1810911,4,2005,2,10.08,589.6773,576.9048,594.1177,581.4396,558.552,541.3963,548.5758
1810912,12,2004,1,10.42,609.2796,620.6186,652.0922,656.4812,578.078,573.8277,570.6955
1810913,12,2005,2,9.42,744.2915,653.347,674.9923,661.2391,690.6015,680.8167,648.9468
1810914,9,2005,1,9.67,618.305,657.163,640.7005,643.0003,675.6011,621.9442,664.9981
1810915,6,2005,2,9.92,735.4506,708.093,749.3173,691.1255,721.9556,712.2544,669.6237
1810916,5,2005,1,10,624.0302,614.4321,621.8884,628.6264,545.1818,542.1168,560.7399
1810917,10,2005,1,9.58,677.0338,582.8053,609.8251,615.3925,673.5702,676.354,644.4962
1810918,6,2005,1,9.92,522.3452,536.4569,526.7893,512.9937,537.5855,531.7993,541.0605
1810919,7,2005,2,9.83,649.904,634.9313,651.4287,585.7005,663.4882,670.871,640.7362
1810920,4,2005,2,10.08,657.487,656.6131,674.1162,632.6981,673.2807,636.0746,635.5131
1810921,11,2005,1,9.5,622.4542,590.918,620.0531,587.7072,661.0936,617.771,672.2104
1810922,12,2005,1,9.42,699.4722,654.7119,722.143,610.2178,686.6992,665.1073,671.0797
1810923,10,2005,1,9.58,575.84,585.5777,622.672,585.6929,614.1028,599.0465,571.1078
1810924,3,2005,1,10.17,621.3194,588.0564,592.5742,604.5323,603.4067,606.5511,657.3634
1810925,10,2005,1,9.58,570.0585,488.2872,522.0466,504.6409,563.7915,561.7966,570.4183
1810926,8,2005,1,9.75,717.1385,684.9928,690.5634,661.2294,671.7497,637.0819,603.4698
1820101,11,2004,1,10.42,492.659,523.1519,576.5395,489.0445,580.8185,496.471,535.3911
1820102,6,2005,2,9.83,533.7981,533.0285,592.2146,553.2178,463.0155,479.2417,483.4768
1820103,12,2004,1,10.33,685.134,690.871,691.058,666.3258,609.0738,623.0272,586.9336
1820104,10,2004,1,10.5,579.3022,535.7377,643.0025,567.9364,447.2936,478.8843,472.1087
1820105,5,2005,1,9.92,543.1925,549.7364,513.7304,551.6121,545.2317,553.7756,525.8658
1820106,1,2005,2,10.25,558.8813,497.5468,546.4651,552.1543,541.5218,547.1466,578.2933
1820108,6,2003,2,11.83,556.6174,470.5635,518.3084,504.4311,508.6097,535.3159,462.8827
1820109,7,2005,2,9.75,650.2726,535.9953,597.4936,548.1621,605.1231,606.2301,617.7443
1820110,10,2004,2,10.5,544.7088,523.1893,568.1599,564.1782,565.7634,531.0642,544.2702
1820111,8,2005,1,9.67,502.3578,552.2972,554.2162,532.1521,460.7131,484.5189,481.5377
1820112,9,2005,2,9.58,514.7498,610.8334,583.2221,577.284,507.3484,479.9118,486.0747
1820113,4,2005,1,10,664.0372,684.0421,725.5053,711.6158,689.7398,706.1545,632.6205
1820114,4,2005,2,10,510.3179,524.6995,553.4191,518.5274,487.1603,544.3031,481.8985
1820115,10,2004,1,10.5,597.1253,620.5637,591.074,559.6994,595.8439,580.8389,594.225
1820116,7,2005,1,9.75,504.2377,544.0939,535.7378,484.9635,537.4995,523.5934,554.6671
1820117,4,2005,2,10,496.331,516.7065,549.7157,520.2694,525.9013,516.6211,463.1201
1820401,6,2005,1,9.83,549.5504,632.2415,636.9157,586.2044,590.8426,598.3071,556.0221
1820402,9,2006,2,8.58,527.3385,593.5758,573.0176,564.676,592.6963,573.2493,561.8003
1820403,3,2005,1,10.08,615.5047,592.6438,601.9674,580.0387,587.4166,596.2038,614.7187
1820404,11,2004,2,10.42,592.8636,621.7701,628.515,606.5688,616.7438,609.3465,628.95
1820405,6,2004,2,10.83,539.8245,620.8818,554.8933,592.7909,518.4118,544.6027,531.263
1820406,8,2004,2,10.67,534.0635,451.0155,528.7326,465.1125,450.5618,460.9369,446.6864
1820407,8,2005,1,9.67,533.0487,503.2342,564.2822,508.8295,566.3716,555.9583,535.8538
1820408,9,2005,2,9.58,467.5233,467.2913,510.8574,485.1511,489.4378,478.7318,479.147
1820409,2,2005,1,10.17,490.7854,551.8425,504.8286,523.9303,463.5253,453.8554,445.0693
1820410,7,2005,2,9.75,549.1152,548.9255,511.7409,533.1273,547.6961,536.1389,521.9682
1820411,12,2004,1,10.33,641.2883,481.4427,569.6168,498.8886,649.3156,617.8691,596.3007
1820412,12,2004,2,10.33,564.9832,467.8166,478.2955,478.5499,503.0101,513.2503,527.6632
1820413,4,2005,1,10,578.9829,510.8276,576.9745,521.5547,536.1547,501.4413,527.3861
1820414,7,2004,2,10.75,501.7648,602.6772,577.4008,574.4254,539.9013,540.6727,554.3473
1820415,1,2005,2,10.25,548.999,524.6851,503.5397,505.0392,550.8464,532.1329,509.1368
1820416,2,2005,1,10.17,568.6294,586.1976,644.6352,588.0205,570.8164,580.3302,595.7755
1830101,11,2004,2,10.5,546.6858,541.5619,559.0152,540.9692,569.4416,573.1174,575.8988
1830102,9,2004,2,10.67,320.6713,341.0555,388.0578,352.8767,374.3236,410.806,347.4276
1830104,1,2005,1,10.33,557.8571,467.9079,567.357,489.3399,539.4471,511.5266,568.1523
1830105,6,2004,1,10.92,427.2054,457.3988,466.6337,474.8911,416.6025,390.7484,394.0451
1830106,1,2004,2,11.33,350.9814,332.0464,351.247,343.3082,444.9155,421.4407,453.4224
1830107,9,2004,1,10.67,407.093,419.5248,443.9444,407.4601,374.909,381.1135,435.4253
1830108,1,2004,2,11.33,336.059,328.1288,368.0089,349.6868,440.9432,443.5154,446.2795
1830109,4,2005,2,10.08,434.1999,445.504,459.51,442.0795,424.4519,441.0104,461.8119
1830110,12,2003,1,11.42,464.4208,418.089,425.2436,401.5597,374.4082,392.7841,459.5914
1830111,3,2005,1,10.17,437.3268,418.5681,478.4101,415.8211,482.3149,490.3991,472.2283
1830112,2,2004,1,11.25,391.2228,361.1886,388.1587,399.8961,324.4014,379.4233,374.456
1830113,1,2005,2,10.33,434.9908,365.4598,387.2047,383.6602,377.5569,398.1876,423.6682
1830114,3,2004,2,11.17,526.752,407.474,478.8398,447.2294,444.922,447.7911,448.3767
1830115,9,2004,1,10.67,551.2297,540.1617,589.1822,603.6201,596.1817,570.7087,569.047
1830116,1,2004,1,11.33,422.9332,389.4182,404.8902,402.7121,444.4642,474.451,454.418
1830117,1,2005,2,10.33,510.468,516.653,526.7178,525.397,493.1809,495.6989,510.1141
1830118,6,2004,2,10.92,501.9409,483.8949,541.4362,515.4308,564.3955,563.2234,578.3099
1830119,12,2008,1,6.42,301.1345,284.315,312.7036,284.3339,241.8462,246.9767,299.0185
1830120,10,2004,2,10.58,615.6255,616.3325,605.9293,553.1828,535.1545,537.7604,519.2722
1830121,10,2004,1,10.58,365.517,373.9953,422.4516,406.3366,421.672,383.2534,396.4932
1830122,9,2004,1,10.67,369.6821,295.5328,364.1837,367.4134,346.2958,361.6653,427.0685
1830123,3,2004,2,11.17,333.4849,330.3451,323.214,341.5484,356.2426,364.5229,368.0227
1830124,8,2005,2,9.75,472.6147,483.9337,524.5215,462.0275,477.7169,541.5425,421.7787
1830125,2,2004,1,11.25,373.8151,441.207,473.4609,426.0669,414.4497,466.2349,395.6337
1830126,12,2004,2,10.42,395.8303,438.0438,434.9877,389.989,491.6739,469.6124,464.8459
1830127,8,2004,1,10.75,397.6557,434.6498,437.8605,432.6572,410.4522,436.2057,416.7779
1830301,8,2004,1,10.75,440.2792,502.1458,469.7675,470.7726,462.608,452.9467,465.7856
1830302,1,2005,1,10.33,450.5492,354.5552,380.3128,362.2217,377.9328,399.5885,407.1839
1830303,3,2004,2,11.17,428.0059,445.7474,396.9026,406.5403,388.8941,406.4306,418.655
1830304,8,2004,2,10.75,567.3036,468.1236,509.0815,516.4121,546.6585,490.3921,526.5197
1830305,3,2005,1,10.17,587.7873,527.2871,573.1926,539.7524,605.0807,569.9169,569.1855
1830306,1,2004,2,11.33,551.5396,515.9603,535.9791,519.8347,529.5365,495.0409,515.9781
1830307,12,2004,1,10.42,543.5469,520.8414,605.8744,523.3927,501.6697,507.1069,519.0526
1830308,9,2004,2,10.67,491.8039,514.9744,539.0211,491.753,526.3879,490.3595,525.6003
1830311,10,2004,2,10.58,573.593,536.0183,528.1804,547.766,516.3022,506.9581,499.1742
1830312,10,2004,2,10.58,556.0611,548.3277,540.1566,559.3253,546.9876,518.9383,542.9303
1830313,3,2005,1,10.17,329.0205,424.5914,445.6423,386.1877,452.2198,441.4244,451.5361
1830314,8,2005,2,9.75,429.5379,447.5909,473.6002,534.2008,411.7395,453.3956,484.1106
1830315,6,2005,1,9.92,451.7164,490.9514,500.4481,487.2912,438.9574,415.7877,459.5618
1830316,1,2005,2,10.33,499.4352,489.331,510.2402,493.2326,486.3803,518.093,518.9257
1830317,12,2004,2,10.42,521.2293,497.7745,519.5758,440.6518,507.7049,497.3474,497.0854
1840101,6,2005,1,9.83,608.8963,579.0005,616.7033,574.4506,576.7989,588.6346,610.7737
1840102,5,2004,2,10.92,454.9835,542.0936,497.4141,517.9284,480.9622,514.2154,538.9574
1840104,4,2005,1,10,554.0082,471.1328,555.5725,472.4941,501.1079,509.962,517.7159
1840105,2,2005,1,10.17,532.9573,539.2469,574.2954,545.3193,564.8107,547.5149,545.1102
1840106,4,2005,2,10,438.3295,435.4465,482.9732,410.718,427.6379,433.4241,458.1173
1840107,10,2004,1,10.5,589.05,541.1402,556.5998,521.7325,603.2135,571.0883,591.2141
1840108,1,2005,2,10.25,503.7114,452.2972,492.9248,478.8153,551.3342,549.4288,532.4045
1840109,12,2004,1,10.33,538.3689,480.289,551.1699,534.3186,499.0274,506.3198,483.1767
1840111,1,2005,1,10.25,433.6871,518.1544,464.2161,536.7534,449.7076,444.172,416.7626
1840301,10,2004,2,10.5,537.3967,506.1445,516.2102,492.7309,497.3352,531.1623,525.5086
1840303,2,2005,1,10.17,541.5354,510.0858,480.6416,523.1527,514.1361,520.3484,515.8784
1840304,7,2005,2,9.75,543.7525,588.7899,638.5683,623.6468,568.6038,573.171,530.5042
1840306,10,2004,2,10.5,569.9893,502.4141,489.8787,449.4035,581.078,543.0461,555.6058
1840307,7,2005,2,9.75,520.6509,550.0525,521.2456,590.0448,552.2997,547.3779,526.9016
1840308,4,2005,1,10,523.7514,574.8003,543.6001,524.6165,514.7496,530.8094,520.6415
1840310,5,2005,1,9.92,461.4811,446.9458,533.195,490.7394,471.7078,498.3582,509.4484
1840313,10,2004,2,10.5,529.8161,504.2602,481.3828,494.8943,565.1614,522.353,519.0996
1840314,5,2004,2,10.92,598.8244,519.4171,503.9588,518.6512,501.0883,527.5969,514.0261
1840315,12,2004,1,10.33,497.2942,447.9407,518.9317,453.3771,458.7759,454.0571,488.0235
1840316,10,2004,1,10.5,465.1969,401.135,468.9984,435.9297,518.5255,493.57,493.9968
1840317,5,2005,2,9.92,497.1919,553.7937,572.9914,564.6551,564.1277,548.6416,537.1933
1840318,11,2004,2,10.42,673.3147,600.0692,659.7573,610.8758,614.8436,623.5798,605.8335
1840319,6,2005,2,9.83,501.4553,574.3999,566.4105,573.1049,537.3387,523.5869,533.9083
1840320,8,2005,1,9.67,474.8331,439.3322,454.1304,456.7688,440.5343,461.9889,460.3162
1840321,9,2004,2,10.58,596.4033,592.7548,599.1927,587.7412,618.2707,598.2757,602.6068
1840322,1,2004,2,11.25,586.3328,535.1938,502.6905,537.4584,560.8773,549.4371,550.9317
1840323,10,2004,1,10.5,494.6026,454.3135,478.717,502.6464,495.4432,507.4632,516.0436
1840324,1,2005,2,10.25,506.1262,570.6586,514.4098,589.3718,516.4471,529.0382,513.6954
1840325,10,2004,1,10.5,538.2479,524.0117,553.7742,543.7722,485.4928,503.4714,449.1079
1840326,9,2004,1,10.58,529.4644,545.2156,582.4607,580.0894,607.6181,625.97,598.4874
1840327,10,2004,2,10.5,624.9859,661.8436,687.8971,644.6399,575.4379,581.4466,560.7101
1840328,12,2004,2,10.33,606.3754,577.2613,584.5735,548.9601,682.1104,679.0195,678.0707
1850101,11,2004,2,10.5,502.4282,460.3197,491.4589,498.2907,550.9231,545.87,536.0796
1850102,2,2003,1,12.25,379.7161,346.791,373.3612,382.2309,302.4763,301.0411,368.2571
1850103,4,2005,1,10.08,490.8531,428.3733,461.7425,489.0548,524.0106,527.253,528.5432
1850104,11,2004,1,10.5,599.3249,650.2987,644.7046,620.5712,615.9376,592.8071,599.2297
1850105,5,2005,1,10,519.567,401.8265,452.8563,430.5891,467.6686,490.049,489.1149
1850106,5,2005,2,10,586.829,629.2772,636.4007,599.9499,553.2445,556.1643,537.2912
1850107,11,2004,1,10.5,466.637,440.8859,527.0718,450.9633,498.5693,528.2905,512.6749
1850108,3,2005,2,10.17,410.8994,490.1071,489.9672,497.5588,446.3924,416.446,439.3832
1850110,8,2003,2,11.75,519.0318,420.549,386.6639,412.0223,523.8542,447.5004,476.9623
1850111,4,2005,2,10.08,534.0437,437.1769,465.1517,488.8273,526.934,500.6807,496.1213
1850112,1,2005,1,10.33,451.001,421.8296,472.1629,427.4054,484.9804,491.7234,484.264
1850113,1,2005,2,10.33,639.4157,575.4411,615.0284,579.9697,641.6867,621.0489,594.2728
1850114,5,2005,2,10,670.9413,717.478,650.0928,671.3532,687.6355,667.2422,668.8039
1850115,4,2005,2,10.08,413.2425,252.523,373.7966,324.1082,297.9283,370.5375,373.1541
1850116,6,2004,2,10.92,497.1966,477.2385,483.3625,499.9535,452.3355,453.2529,413.4425
1850117,1,2005,1,10.33,606.8639,635.4249,614.9497,600.0647,556.7065,586.9265,553.4937
1850118,6,2003,2,11.92,387.4977,446.3865,385.0401,455.5654,293.1621,304.9661,286.6596
1850119,12,2004,2,10.42,523.3783,477.2655,499.1789,426.6036,479.7218,469.9612,470.9209
1850120,1,2004,2,11.33,349.429,371.2307,385.0004,421.2525,432.9084,450.2585,433.8845
1850121,9,2004,2,10.67,522.8013,447.3234,465.8221,489.9923,451.767,426.5286,477.6401
1850122,1,2005,1,10.33,491.678,429.9485,460.5292,487.345,416.2269,467.296,455.403
1850123,3,2005,1,10.17,595.1711,485.6093,561.4709,526.6382,588.6942,621.7049,569.7042
1850125,6,2005,2,9.92,510.1669,487.4699,508.0686,452.0259,492.5821,464.8867,472.4315
1850126,9,2005,2,9.67,594.4262,598.5201,627.4953,547.7139,639.9961,599.6864,607.2467
1850127,8,2005,1,9.75,544.1151,557.8916,575.0696,529.6075,598.1061,588.7242,560.9883
1850701,11,2003,1,11.5,370.1727,451.8896,394.4948,414.2214,356.2135,346.3841,330.7466
1850702,1,2005,1,10.33,517.2518,497.4942,519.428,504.3662,566.647,578.7424,574.5945
1850703,4,2005,2,10.08,512.0995,488.9587,501.3544,482.3395,525.2032,520.1909,538.7142
1850704,4,2005,1,10.08,479.0249,437.9366,468.177,409.0741,451.7241,472.5216,448.8852
1850705,5,2005,1,10,462.1688,459.9293,491.8661,457.9185,547.6002,531.8472,548.1096
1850706,2,2005,1,10.25,458.8148,497.6134,469.1371,438.9504,398.2152,428.0188,447.8262
1850707,11,2004,1,10.5,511.4815,436.2332,522.2116,453.5845,504.9801,518.7585,511.054
1850708,1,2005,2,10.33,460.9548,473.3511,481.0399,434.1225,501.2322,465.2152,476.3543
1850709,7,2005,1,9.83,601.5634,585.1224,617.0417,590.8146,583.3729,598.5761,582.7585
1850710,4,2004,1,11.08,406.3634,312.0931,307.8526,305.0565,315.9319,331.3723,380.9803
1850711,3,2005,2,10.17,415.8849,361.5172,339.3715,366.8202,381.3164,371.3325,391.3342
1850712,8,2004,1,10.75,497.7658,502.7451,508.026,520.3762,379.1067,399.4654,436.057
1850713,9,2005,2,9.67,486.6435,438.2933,423.9658,432.2526,499.3558,494.4461,499.4114
1850714,11,2003,1,11.5,409.9752,282.9567,367.7528,349.6139,410.3697,390.2206,432.602
1850715,5,2005,2,10,535.71,549.4937,584.5944,552.1863,591.5564,524.5134,569.2402
1850716,4,2005,2,10.08,582.7119,506.8326,499.2131,481.7746,573.8591,567.5764,553.6119
1850717,3,2005,1,10.17,472.3466,452.4938,510.0697,462.9498,473.396,457.7501,469.1488
1850718,10,2005,2,9.58,526.0686,563.1816,543.3644,509.7499,493.5511,482.4041,488.6483
1850719,10,2005,1,9.58,553.1681,519.0946,587.2767,544.6446,485.8624,514.8915,516.8611
1850720,7,2004,1,10.83,405.0756,358.7428,370.6048,375.6099,484.1677,487.8299,491.1155
1850721,7,2005,1,9.83,502.0296,576.8206,574.8469,542.9959,510.4771,527.577,517.8893
1850722,2,2005,1,10.25,521.4859,553.741,583.5165,575.6716,534.3088,566.648,542.5522
1850723,11,2004,1,10.5,499.05,464.0533,506.6242,500.4659,423.8379,402.8432,439.7432
1850724,3,2005,2,10.17,468.0148,500.0523,532.0718,526.3116,486.2237,493.5527,496.5195
1850725,7,2005,1,9.83,485.6805,394.0096,432.5259,450.0488,441.9677,430.3446,494.9125
1850726,1,2005,1,10.33,476.9305,416.5043,391.7352,436.4753,393.7796,396.9857,425.3614
1860101,8,2004,1,10.67,451.1064,423.6297,483.0429,464.4477,602.4392,531.4743,525.3033
1860102,12,2004,2,10.33,494.5459,470.0124,564.4659,476.0573,406.0625,448.4709,402.7873
1860103,6,2005,1,9.83,511.668,482.7052,545.092,499.0093,478.8098,492.8161,502.9638
1860104,11,2004,2,10.42,507.5547,593.0741,518.4268,541.0828,561.0617,571.2905,581.0938
1860105,2,2005,1,10.17,581.1485,568.1915,588.1355,600.3197,582.6003,552.9489,564.1794
1860106,7,2005,1,9.75,517.5555,593.2244,605.2285,580.2647,565.2497,532.7377,545.6112
